,country,description,designation,points,price,province,region_1,taster_name,title,variety,winery
47902,US,,,96,125.0,,,,,Chardonnay,
47903,US,,,96,90.0,,,,,Grenache,
47904,US,,,96,70.0,,,,,Viognier,
47905,France,,,96,120.0,,,,,Rhône-style Red Blend,
47906,US,,,95,55.0,,,,,Malbec,
47907,US,,,95,110.0,,,,,Grenache,
47909,US,,,95,115.0,,,,,Pinot Noir,
47910,US,,,95,100.0,,,,,Pinot Noir,
47911,US,,,95,68.0,,,,,Pinot Noir,
47914,US,,,95,65.0,,,,,Grenache,
47915,US,,,95,85.0,,,,,Pinot Noir,
47916,US,,,95,36.0,,,,,Chardonnay,
47917,US,,,95,45.0,,,,,Chardonnay,
47918,US,,,95,65.0,,,,,Pinot Noir,
47919,US,,,94,75.0,,,,,Pinot Noir,
47920,US,,,94,100.0,,,,,Pinot Noir,
47927,US,,,88,26.0,,,,,Petite Sirah,
47930,US,,,88,22.0,,,,,White Blend,
47933,US,,,88,32.0,,,,,Syrah,
47936,US,,,88,28.0,,,,,Red Blend,
47937,US,,,88,22.0,,,,,Roussanne,
47938,US,,,88,35.0,,,,,Red Blend,
47940,US,,,88,28.0,,,,,Red Blend,
47941,US,,,88,28.0,,,,,Syrah,
47950,US,,,88,15.0,,,,,Merlot,
47951,France,,,88,13.0,,,,,Riesling,
47952,US,,,88,55.0,,,,,Cabernet Sauvignon,
47953,US,,,88,26.0,,,,,Pinot Noir,
47954,US,,,88,24.0,,,,,Red Blend,
47956,US,,,88,15.0,,,,,Merlot,
47957,US,,,88,17.0,,,,,Merlot,
47958,US,,,88,10.0,,,,,Riesling,
47960,US,,,88,50.0,,,,,Sangiovese,
47964,US,,,88,34.0,,,,,Syrah,
47968,US,,,87,29.0,,,,,Pinot Noir,
47971,US,,,87,40.0,,,,,Syrah,
47972,US,,,87,35.0,,,,,Grenache,
47976,US,,,88,60.0,,,,,Chardonnay,
47984,US,,,88,40.0,,,,,Pinot Noir,
47991,US,,,88,32.0,,,,,Sangiovese,
47992,US,,,88,50.0,,,,,Red Blend,
47994,US,,,88,49.0,,,,,Cabernet Blend,
47997,US,,,88,28.0,,,,,Tempranillo,
47999,US,,,88,25.0,,,,,Red Blend,
48000,US,,,88,22.0,,,,,Pinot Noir,
48001,US,,,88,38.0,,,,,Pinot Noir,
48003,France,,,88,50.0,,,,,Champagne Blend,
48004,US,,,88,58.0,,,,,Pinot Noir,
48006,France,,,87,32.0,,,,,Chardonnay,
48007,France,,,87,18.0,,,,,Chardonnay,
48011,France,,,87,18.0,,,,,Rosé,
48016,US,,,87,28.0,,,,,Tempranillo,
48017,US,,,87,40.0,,,,,Cabernet Franc,
48018,US,,,87,25.0,,,,,Chardonnay,
48019,France,,,87,13.0,,,,,Alsace white blend,
48021,US,,,87,39.0,,,,,Pinot Noir,
48022,US,,,87,39.0,,,,,Syrah,
48023,US,,,87,34.0,,,,,Cabernet Sauvignon,
48024,France,,,87,17.0,,,,,Pinot Blanc,
48025,France,,,87,15.0,,,,,Pinot Blanc,
48026,France,,,87,35.0,,,,,Pinot Noir,
48027,France,,,87,10.0,,,,,Merlot,
48029,France,,,87,15.0,,,,,Rosé,
48030,US,,,87,36.0,,,,,Syrah,
48031,US,,,87,32.0,,,,,Merlot,
48033,US,,,87,28.0,,,,,Chardonnay,
48034,US,,,87,27.0,,,,,Rosé,
48039,US,,,87,13.0,,,,,Cabernet Sauvignon,
48042,US,,,87,46.0,,,,,Pinot Noir,
48045,US,,,87,13.0,,,,,Pinot Gris,
48046,US,,,87,30.0,,,,,Tempranillo,
48048,US,,,87,85.0,,,,,White Blend,
48050,US,,,87,25.0,,,,,Red Blend,
48054,US,,,87,24.0,,,,,Zinfandel,
48055,France,,,87,46.0,,,,,Pinot Noir,
48065,US,,,88,20.0,,,,,Chardonnay,
48071,US,,,88,30.0,,,,,Syrah,
48072,US,,,88,28.0,,,,,Tempranillo,
48078,US,,,88,50.0,,,,,Cabernet Sauvignon,
48080,France,,,88,69.0,,,,,Pinot Noir,
48081,France,,,88,59.0,,,,,Pinot Noir,
48091,France,,,88,21.0,,,,,Grenache-Carignan,
48093,US,,,88,17.0,,,,,Zinfandel,
48098,France,,,93,110.0,,,,,Rhône-style Red Blend,
48101,US,,,93,65.0,,,,,Syrah,
48105,US,,,92,35.0,,,,,Cabernet Franc,
48106,US,,,92,42.0,,,,,Pinot Noir,
48107,US,,,92,48.0,,,,,Pinot Noir,
48108,US,,,92,60.0,,,,,Pinot Noir,
48109,US,,,89,40.0,,,,,Cabernet Sauvignon,
48112,US,,,89,28.0,,,,,Chardonnay,
48113,France,,,89,18.0,,,,,White Blend,
48114,France,,,89,18.0,,,,,Red Blend,
48115,US,,,89,15.0,,,,,Red Blend,
48116,US,,,89,16.0,,,,,Riesling,
48117,US,,,89,25.0,,,,,Pinot Noir,
48120,France,,,89,18.0,,,,,Gamay,
48122,France,,,89,33.0,,,,,Gewürztraminer,
48123,US,,,89,32.0,,,,,Petite Sirah,
48125,US,,,89,25.0,,,,,Grenache Blanc,
48127,France,,,89,26.0,,,,,Pinot Gris,
48128,US,,,89,20.0,,,,,Grüner Veltliner,
48129,France,,,89,20.0,,,,,Pinot Gris,
48130,US,,,89,30.0,,,,,Pinot Noir,
48131,France,,,89,29.0,,,,,Rhône-style Red Blend,
48132,France,,,89,20.0,,,,,Riesling,
48133,France,,,89,20.0,,,,,Pinot Gris,
48134,France,,,89,18.0,,,,,Riesling,
48135,US,,,89,32.0,,,,,Chardonnay,
48136,France,,,89,15.0,,,,,Alsace white blend,
48137,France,,,89,15.0,,,,,Pinot Gris,
48139,US,,,91,98.0,,,,,Merlot,
48140,US,,,91,40.0,,,,,Syrah,
48142,France,,,91,35.0,,,,,Sauvignon Blanc,
48144,US,,,91,30.0,,,,,Pinot Noir,
48146,US,,,91,55.0,,,,,Pinot Noir,
48147,US,,,91,18.0,,,,,Grenache,
48148,US,,,91,32.0,,,,,Chardonnay,
48149,US,,,91,75.0,,,,,Tempranillo,
48151,France,,,91,25.0,,,,,Sauvignon Blanc,
48153,US,,,91,34.0,,,,,Syrah,
48155,France,,,91,55.0,,,,,Sauvignon Blanc,
48156,US,,,91,30.0,,,,,Zinfandel,
48158,US,,,91,80.0,,,,,Pinot Noir,
48159,US,,,91,30.0,,,,,Malbec,
48160,US,,,91,32.0,,,,,Pinot Noir,
48161,US,,,91,45.0,,,,,Grenache,
48162,US,,,91,45.0,,,,,Pinot Gris,
48163,US,,,91,22.0,,,,,Sauvignon Blanc,
48164,US,,,91,42.0,,,,,Pinot Noir,
48165,US,,,91,65.0,,,,,Pinot Noir,
48166,US,,,91,40.0,,,,,Chardonnay,
48167,US,,,91,65.0,,,,,Pinot Noir,
48168,US,,,91,50.0,,,,,Chardonnay,
48171,US,,,90,18.0,,,,,Sauvignon Blanc,
48172,US,,,90,48.0,,,,,Pinot Noir,
48174,US,,,90,40.0,,,,,Pinot Noir,
48177,France,,,90,55.0,,,,,Chardonnay,
48178,US,,,90,33.0,,,,,Zinfandel,
48179,France,,,90,29.0,,,,,Chardonnay,
48181,France,,,90,18.0,,,,,Chardonnay,
48182,US,,,90,60.0,,,,,Pinot Noir,
48184,France,,,90,39.0,,,,,Syrah,
48186,US,,,90,24.0,,,,,Rhône-style White Blend,
48188,US,,,90,16.0,,,,,Riesling,
48189,US,,,90,80.0,,,,,Cabernet Sauvignon,
48191,France,,,90,40.0,,,,,Chardonnay,
48192,France,,,90,85.0,,,,,Pinot Noir,
48193,US,,,93,70.0,,,,,Cabernet Sauvignon,
48197,US,,,93,125.0,,,,,Cabernet Sauvignon,
48198,US,,,93,30.0,,,,,Rhône-style Red Blend,
48199,US,,,93,38.0,,,,,Syrah,
48207,US,,,93,45.0,,,,,Cabernet Sauvignon,
48208,US,,,93,40.0,,,,,Cabernet Sauvignon,
48210,US,,,93,50.0,,,,,Syrah,
48211,US,,,93,37.0,,,,,Petite Sirah,
48212,US,,,93,40.0,,,,,Merlot,
48213,US,,,93,55.0,,,,,Syrah,
48216,US,,,93,28.0,,,,,Viognier,
48217,US,,,93,26.0,,,,,Sauvignon Blanc,
48219,France,,,93,230.0,,,,,Pinot Noir,
48220,US,,,93,60.0,,,,,Cabernet Sauvignon,
48221,France,,,92,30.0,,,,,Rosé,
48222,US,,,92,37.0,,,,,Chardonnay,
48223,US,,,92,30.0,,,,,Cabernet Sauvignon,
48225,US,,,92,38.0,,,,,Red Blend,
48226,US,,,92,45.0,,,,,Syrah,
48228,US,,,92,36.0,,,,,Cabernet Sauvignon,
48231,US,,,92,24.0,,,,,Rhône-style White Blend,
48233,US,,,92,34.0,,,,,Grenache,
48234,US,,,92,60.0,,,,,Pinot Noir,
48237,US,,,92,18.0,,,,,Syrah,
48238,US,,,92,39.0,,,,,Chardonnay,
48239,US,,,92,20.0,,,,,Chardonnay,
48242,US,,,92,65.0,,,,,Red Blend,
48243,US,,,92,62.0,,,,,Chardonnay,
48246,US,,,92,30.0,,,,,Sauvignon Blanc,
48248,US,,,90,78.0,,,,,Chardonnay,
48254,France,,,90,40.0,,,,,Gewürztraminer,
48255,France,,,90,25.0,,,,,Riesling,
48256,US,,,90,16.0,,,,,Sauvignon Blanc,
48257,US,,,90,45.0,,,,,Chardonnay,
48260,France,,,90,40.0,,,,,Champagne Blend,
48261,US,,,90,39.0,,,,,Syrah,
48265,US,,,90,28.0,,,,,Sangiovese,
48268,US,,,90,50.0,,,,,Pinot Noir,
48269,US,,,90,55.0,,,,,Red Blend,
48270,France,,,90,56.0,,,,,Chardonnay,
48271,France,,,90,55.0,,,,,Gewürztraminer,
48272,France,,,92,32.0,,,,,Chardonnay,
48273,US,,,92,45.0,,,,,Pinot Noir,
48274,US,,,92,48.0,,,,,Chardonnay,
48276,US,,,92,40.0,,,,,Meritage,
48277,France,,,92,32.0,,,,,Chardonnay,
48278,US,,,92,44.0,,,,,Pinot Noir,
48279,France,,,92,44.0,,,,,Chardonnay,
48280,US,,,92,30.0,,,,,Zinfandel,
48282,US,,,92,35.0,,,,,Cabernet Sauvignon,
48283,US,,,92,85.0,,,,,Cabernet Sauvignon,
48286,US,,,92,30.0,,,,,Bordeaux-style Red Blend,
48288,US,,,92,45.0,,,,,Zinfandel,
48289,France,,,92,95.0,,,,,Chardonnay,
48290,US,,,92,36.0,,,,,Chardonnay,
48293,France,,,92,34.0,,,,,Chardonnay,
48294,US,,,85,72.0,,,,,Port,
48295,US,,,85,13.0,,,,,Blaufränkisch,
48296,US,,,85,10.0,,,,,White Blend,
48297,US,,,85,44.0,,,,,Red Blend,
48298,US,,,85,24.0,,,,,Cabernet Sauvignon,
48299,US,,,85,30.0,,,,,Merlot,
48302,US,,,85,11.0,,,,,Chardonnay,
48303,US,,,85,55.0,,,,,Cabernet Sauvignon,
48304,US,,,85,15.0,,,,,Riesling,
48305,US,,,85,22.0,,,,,Rosé,
48307,US,,,85,24.0,,,,,Riesling,
48308,US,,,85,45.0,,,,,Chardonnay,
48309,US,,,85,52.0,,,,,Port,
48310,US,,,85,16.0,,,,,Riesling,
48311,US,,,85,20.0,,,,,Pinot Noir,
48312,US,,,85,16.0,,,,,Red Blend,
48313,US,,,85,13.0,,,,,Riesling,
48314,US,,,85,11.0,,,,,Sparkling Blend,
48315,US,,,85,39.0,,,,,Cabernet Sauvignon,
48317,US,,,85,38.0,,,,,Zinfandel,
48318,US,,,85,23.0,,,,,Chardonnay,
48319,US,,,85,12.0,,,,,Riesling,
48320,France,,,85,15.0,,,,,Riesling,
48321,US,,,85,13.0,,,,,Riesling,
48322,US,,,85,20.0,,,,,Pinot Noir,
48324,US,,,90,35.0,,,,,Cabernet Franc,
48325,France,,,90,50.0,,,,,Pinot Noir,
48326,US,,,90,35.0,,,,,Cabernet Sauvignon,
48329,US,,,90,40.0,,,,,Cabernet Sauvignon,
48330,US,,,90,45.0,,,,,Grenache,
48331,US,,,90,65.0,,,,,Red Blend,
48333,US,,,90,25.0,,,,,Chardonnay,
48334,US,,,90,24.0,,,,,Red Blend,
48335,France,,,90,12.0,,,,,Merlot,
48336,US,,,90,25.0,,,,,Viognier,
48337,US,,,90,36.0,,,,,Merlot,
48338,US,,,90,23.0,,,,,Merlot,
48339,US,,,90,28.0,,,,,Sangiovese,
48340,US,,,90,28.0,,,,,Syrah,
48341,US,,,90,20.0,,,,,Sauvignon Blanc,
48345,US,,,89,18.0,,,,,Riesling,
48346,US,,,89,18.0,,,,,Rosé,
48347,US,,,89,15.0,,,,,Chenin Blanc,
48348,US,,,89,24.0,,,,,Malbec,
48351,US,,,89,20.0,,,,,Cabernet Sauvignon,
48353,US,,,82,17.0,,,,,Zinfandel,
48354,US,,,82,14.0,,,,,Sparkling Blend,
48356,US,,,82,12.0,,,,,Riesling,
48357,US,,,82,17.0,,,,,Sauvignon Blanc,
48359,US,,,82,12.0,,,,,Rosé,
48360,US,,,82,16.0,,,,,Sauvignon Blanc,
48362,US,,,82,30.0,,,,,Zinfandel,
48363,US,,,82,73.0,,,,,Cabernet Sauvignon,
48364,US,,,82,24.0,,,,,Cabernet Sauvignon,
48365,US,,,82,23.0,,,,,Chardonnay,
48367,US,,,82,16.0,,,,,Pinot Noir,
48369,US,,,82,20.0,,,,,Sauvignon Blanc,
48370,US,,,81,45.0,,,,,Pinot Noir,
48371,US,,,81,14.0,,,,,Rosé,
48372,US,,,81,14.0,,,,,Sauvignon Blanc,
48373,US,,,95,78.0,,,,,Pinot Noir,
48375,US,,,95,60.0,,,,,Chardonnay,
48376,US,,,95,24.0,,,,,Riesling,
48377,US,,,95,42.0,,,,,Chardonnay,
48378,France,,,95,110.0,,,,,Champagne Blend,
48379,US,,,95,36.0,,,,,Pinot Noir,
48385,France,,,95,170.0,,,,,Chardonnay,
48387,France,,,94,146.0,,,,,Chardonnay,
48391,US,,,94,60.0,,,,,Pinot Noir,
48392,France,,,94,120.0,,,,,Champagne Blend,
48395,US,,,94,60.0,,,,,Pinot Noir,
48398,US,,,94,65.0,,,,,Red Blend,
48401,France,,,94,80.0,,,,,Champagne Blend,
48402,US,,,94,48.0,,,,,Chardonnay,
48406,France,,,87,26.0,,,,,Bordeaux-style Red Blend,
48410,France,,,87,15.0,,,,,Riesling,
48411,France,,,87,13.0,,,,,Bordeaux-style Red Blend,
48412,France,,,87,18.0,,,,,Bordeaux-style Red Blend,
48413,France,,,87,16.0,,,,,Bordeaux-style Red Blend,
48414,US,,,87,16.0,,,,,Sparkling Blend,
48415,France,,,87,16.0,,,,,Riesling,
48417,US,,,87,55.0,,,,,Chardonnay,
48418,US,,,87,16.0,,,,,Chardonnay,
48420,US,,,87,24.0,,,,,Souzao,
48421,France,,,87,25.0,,,,,Sylvaner,
48423,US,,,87,16.0,,,,,Viognier,
48425,US,,,88,15.0,,,,,Red Blend,
48427,US,,,88,42.0,,,,,Petite Sirah,
48428,France,,,88,25.0,,,,,Sauvignon Blanc,
48429,France,,,88,26.0,,,,,Sauvignon Blanc,
48432,France,,,88,35.0,,,,,Pinot Noir-Gamay,
48433,US,,,88,25.0,,,,,Petite Sirah,
48436,France,,,88,25.0,,,,,Sauvignon Blanc,
48437,France,,,88,30.0,,,,,Pinot Noir,
48438,France,,,88,29.0,,,,,Sauvignon Blanc,
48440,US,,,88,45.0,,,,,Pinot Noir,
48441,France,,,88,10.0,,,,,Pinot Noir,
48442,US,,,88,35.0,,,,,Zinfandel,
48443,US,,,88,23.0,,,,,Pinot Noir,
48445,US,,,88,22.0,,,,,Sauvignon Blanc,
48447,US,,,88,19.0,,,,,Sauvignon Blanc,
48449,US,,,88,25.0,,,,,Sauvignon Blanc,
48453,US,,,88,45.0,,,,,Bordeaux-style Red Blend,
48454,US,,,88,42.0,,,,,Chardonnay,
48457,US,,,88,32.0,,,,,Cabernet Sauvignon,
48459,US,,,88,26.0,,,,,Cabernet Sauvignon,
48464,US,,,88,37.0,,,,,Pinot Noir,
48465,US,,,88,36.0,,,,,Pinot Noir,
48466,US,,,88,24.0,,,,,Chardonnay,
48467,US,,,88,28.0,,,,,Chardonnay,
48468,US,,,88,10.0,,,,,Chardonnay,
48469,US,,,88,54.0,,,,,Cabernet Sauvignon,
48470,US,,,88,25.0,,,,,Grenache Blanc,
48471,US,,,88,25.0,,,,,Viognier,
48472,US,,,88,40.0,,,,,Chardonnay,
48473,US,,,86,50.0,,,,,Chardonnay,
48474,US,,,86,20.0,,,,,Pinot Noir,
48476,US,,,86,50.0,,,,,Cabernet Sauvignon,
48479,US,,,86,22.0,,,,,Red Blend,
48480,US,,,86,18.0,,,,,Pinot Noir,
48483,US,,,86,25.0,,,,,Syrah,
48485,US,,,86,13.0,,,,,Syrah,
48493,US,,,86,20.0,,,,,Chardonnay-Viognier,
48494,US,,,92,38.0,,,,,Tempranillo,
48495,US,,,92,55.0,,,,,Pinot Noir,
48496,US,,,92,45.0,,,,,Syrah,
48497,US,,,92,49.0,,,,,Rhône-style Red Blend,
48498,US,,,92,39.0,,,,,Gewürztraminer,
48499,France,,,92,55.0,,,,,Malbec,
48500,US,,,92,60.0,,,,,Pinot Noir,
48501,France,,,92,45.0,,,,,Riesling,
48502,France,,,92,55.0,,,,,Gamay,
48503,France,,,92,27.0,,,,,Riesling,
48504,France,,,92,53.0,,,,,Gewürztraminer,
48505,France,,,92,75.0,,,,,Rhône-style White Blend,
48506,US,,,92,42.0,,,,,Pinot Noir,
48507,US,,,92,100.0,,,,,Cabernet Sauvignon,
48508,US,,,92,48.0,,,,,Chardonnay,
48509,US,,,92,64.0,,,,,Pinot Noir,
48510,France,,,92,32.0,,,,,Petit Manseng,
48511,US,,,92,96.0,,,,,Bordeaux-style Red Blend,
48512,US,,,92,35.0,,,,,Pinot Noir,
48514,France,,,92,64.0,,,,,Gewürztraminer,
48516,US,,,92,42.0,,,,,Pinot Noir,
48518,US,,,92,33.0,,,,,Chardonnay,
48519,US,,,92,65.0,,,,,Pinot Noir,
48521,US,,,92,42.0,,,,,Pinot Noir,
48522,US,,,92,50.0,,,,,Chardonnay,
48523,US,,,92,50.0,,,,,Cabernet Sauvignon,
48525,France,,,84,17.0,,,,,Rosé,
48526,US,,,84,34.0,,,,,Merlot,
48527,US,,,84,8.0,,,,,Chardonnay,
48528,US,,,84,28.0,,,,,Zinfandel,
48529,US,,,84,15.0,,,,,Rosé,
48530,US,,,84,16.0,,,,,Chardonnay,
48531,US,,,84,35.0,,,,,Cabernet Sauvignon,
48532,US,,,84,15.0,,,,,Chardonnay,
48533,US,,,84,35.0,,,,,Pinot Noir,
48534,US,,,84,35.0,,,,,Viognier,
48535,US,,,84,18.0,,,,,Pinot Noir,
48539,US,,,84,33.0,,,,,Sauvignon Blanc,
48541,France,,,84,13.0,,,,,Sparkling Blend,
48542,US,,,84,7.0,,,,,Chardonnay,
48544,France,,,84,15.0,,,,,Gamay,
48545,US,,,84,23.0,,,,,Pinot Noir,
48546,US,,,84,18.0,,,,,Zinfandel,
48547,US,,,84,22.0,,,,,Rosé,
48551,US,,,84,13.0,,,,,Sauvignon Blanc,
48554,US,,,93,40.0,,,,,Syrah,
48555,US,,,93,45.0,,,,,Syrah,
48559,US,,,93,135.0,,,,,Red Blend,
48560,US,,,93,40.0,,,,,Cabernet Sauvignon,
48561,US,,,93,55.0,,,,,Bordeaux-style Red Blend,
48566,US,,,93,35.0,,,,,Chardonnay,
48568,US,,,93,58.0,,,,,Cabernet Sauvignon,
48569,US,,,93,20.0,,,,,Chardonnay,
48574,US,,,85,45.0,,,,,Cabernet Sauvignon,
48576,US,,,85,20.0,,,,,Cabernet Sauvignon,
48577,US,,,85,30.0,,,,,Cabernet Sauvignon,
48579,US,,,85,11.0,,,,,Zinfandel,
48585,US,,,85,30.0,,,,,Tempranillo,
48590,US,,,85,48.0,,,,,Cabernet Sauvignon,
48593,US,,,85,24.0,,,,,Zinfandel,
48594,France,,,85,25.0,,,,,Bordeaux-style Red Blend,
48595,France,,,85,10.0,,,,,Bordeaux-style Red Blend,
48597,US,,,85,32.0,,,,,Chardonnay,
48600,US,,,84,18.0,,,,,Pinot Noir,
48602,US,,,84,85.0,,,,,Syrah-Viognier,
48606,US,,,84,45.0,,,,,Pinot Noir,
48607,US,,,84,15.0,,,,,Chardonnay,
48618,US,,,84,62.0,,,,,Cabernet Sauvignon,
48622,US,,,84,25.0,,,,,Riesling,
48623,US,,,84,26.0,,,,,Pinot Noir,
48625,US,,,84,10.0,,,,,Cabernet Sauvignon,
48628,US,,,91,24.0,,,,,Sauvignon Blanc,
48631,France,,,90,73.0,,,,,Pinot Noir,
48632,France,,,90,33.0,,,,,Pinot Noir,
48634,US,,,90,35.0,,,,,Red Blend,
48636,France,,,90,240.0,,,,,Pinot Noir,
48642,US,,,90,24.0,,,,,Red Blend,
48643,US,,,90,34.0,,,,,Chardonnay,
48646,US,,,90,40.0,,,,,Pinot Noir,
48647,US,,,90,28.0,,,,,Chardonnay,
48650,US,,,92,32.0,,,,,Chardonnay,
48651,France,,,92,14.0,,,,,Gamay,
48653,France,,,92,77.0,,,,,Rhône-style Red Blend,
48654,US,,,92,35.0,,,,,Zinfandel,
48655,US,,,92,60.0,,,,,Cabernet Sauvignon,
48656,US,,,92,50.0,,,,,Pinot Noir,
48657,France,,,92,23.0,,,,,Gamay,
48659,US,,,92,30.0,,,,,Chardonnay,
48660,US,,,92,50.0,,,,,Pinot Noir,
48661,France,,,92,15.0,,,,,Gamay,
48662,US,,,92,50.0,,,,,Pinot Noir,
48663,France,,,92,20.0,,,,,Gamay,
48664,France,,,92,20.0,,,,,Gamay,
48666,US,,,92,36.0,,,,,Merlot,
48668,US,,,92,34.0,,,,,Petit Verdot,
48670,France,,,92,26.0,,,,,Gamay,
48671,US,,,92,85.0,,,,,Cabernet Sauvignon,
48674,US,,,92,70.0,,,,,Rhône-style Red Blend,
48675,US,,,92,30.0,,,,,Syrah,
48676,US,,,92,28.0,,,,,Red Blend,
48677,US,,,92,40.0,,,,,Chardonnay,
48678,US,,,84,11.0,,,,,Meritage,
48679,US,,,84,11.0,,,,,Chardonnay,
48680,US,,,84,22.0,,,,,Primitivo,
48681,US,,,84,15.0,,,,,Chardonnay,
48682,US,,,84,10.0,,,,,Pinot Noir,
48689,US,,,84,11.0,,,,,Zinfandel,
48692,France,,,84,13.0,,,,,Rosé,
48695,US,,,84,35.0,,,,,Syrah,
48696,US,,,84,34.0,,,,,Zinfandel,
48697,US,,,84,18.0,,,,,Pinot Grigio,
48698,US,,,84,15.0,,,,,Chardonnay,
48699,US,,,84,8.0,,,,,Chardonnay,
48700,US,,,84,28.0,,,,,Syrah,
48705,US,,,84,20.0,,,,,Merlot,
48706,US,,,91,38.0,,,,,Pinot Noir,
48707,US,,,91,75.0,,,,,Pinot Noir,
48708,France,,,91,16.0,,,,,Rhône-style Red Blend,
48709,US,,,91,44.0,,,,,Petite Sirah,
48710,US,,,91,66.0,,,,,Pinot Noir,
48711,US,,,91,54.0,,,,,Pinot Noir,
48712,US,,,91,85.0,,,,,Pinot Noir,
48713,US,,,91,48.0,,,,,Syrah,
48714,US,,,91,30.0,,,,,Pinot Noir,
48715,US,,,91,50.0,,,,,Pinot Noir,
48716,US,,,91,50.0,,,,,Pinot Noir,
48718,US,,,91,33.0,,,,,Grenache,
48719,US,,,91,20.0,,,,,Chenin Blanc,
48720,US,,,91,32.0,,,,,Petite Sirah,
48723,US,,,91,32.0,,,,,Pinot Noir,
48724,US,,,91,36.0,,,,,Pinot Noir,
48728,US,,,91,25.0,,,,,Zinfandel,
48731,US,,,91,35.0,,,,,Pinot Noir,
48734,US,,,91,95.0,,,,,Cabernet Sauvignon,
48735,US,,,91,30.0,,,,,Pinot Noir,
48737,US,,,92,47.0,,,,,Rhône-style Red Blend,
48738,France,,,92,25.0,,,,,Bordeaux-style Red Blend,
48739,France,,,92,54.0,,,,,Bordeaux-style Red Blend,
48741,France,,,92,36.0,,,,,Bordeaux-style Red Blend,
48743,France,,,92,65.0,,,,,Bordeaux-style Red Blend,
48746,US,,,92,38.0,,,,,Pinot Noir,
48747,US,,,92,50.0,,,,,Pinot Noir,
48748,US,,,92,18.0,,,,,Petite Sirah,
48750,US,,,92,25.0,,,,,Chardonnay,
48751,US,,,92,25.0,,,,,Gewürztraminer,
48752,US,,,92,64.0,,,,,Pinot Noir,
48753,US,,,92,25.0,,,,,Petite Sirah,
48755,US,,,92,24.0,,,,,Chardonnay,
48756,US,,,92,49.0,,,,,Pinot Noir,
48758,US,,,92,32.0,,,,,Pinot Noir,
48759,US,,,92,50.0,,,,,Chardonnay,
48764,US,,,92,32.0,,,,,Pinot Noir,
48765,US,,,92,42.0,,,,,Syrah,
48766,US,,,86,18.0,,,,,Pinot Noir,
48769,US,,,86,23.0,,,,,Pinot Noir,
48778,US,,,86,19.0,,,,,Cabernet Franc,
48779,US,,,86,16.0,,,,,Riesling,
48780,US,,,86,45.0,,,,,Bordeaux-style Red Blend,
48781,US,,,86,15.0,,,,,Riesling,
48782,US,,,86,28.0,,,,,Pinot Noir,
48789,US,,,86,40.0,,,,,Malbec,
48792,US,,,86,35.0,,,,,Pinot Noir,
48793,France,,,91,20.0,,,,,Bordeaux-style Red Blend,
48794,France,,,91,25.0,,,,,Bordeaux-style Red Blend,
48800,US,,,91,40.0,,,,,Cabernet Sauvignon,
48807,US,,,91,40.0,,,,,Zinfandel,
48808,US,,,91,36.0,,,,,Merlot,
48813,US,,,91,40.0,,,,,Cabernet Sauvignon,
48814,US,,,91,25.0,,,,,Chardonnay,
48816,US,,,91,54.0,,,,,Pinot Noir,
48817,US,,,91,28.0,,,,,Rosé,
48820,US,,,91,95.0,,,,,Pinot Noir,
48823,US,,,90,22.0,,,,,Riesling,
48825,US,,,90,25.0,,,,,Merlot,
48826,US,,,90,50.0,,,,,Pinot Noir,
48829,US,,,90,38.0,,,,,Malbec,
48830,US,,,90,22.0,,,,,Chardonnay,
48832,US,,,90,45.0,,,,,Pinot Noir,
48834,US,,,90,37.0,,,,,Pinot Noir,
48836,US,,,90,60.0,,,,,Chardonnay,
48837,US,,,90,32.0,,,,,Pinot Noir,
48838,US,,,90,43.0,,,,,Cabernet Sauvignon,
48839,US,,,90,22.0,,,,,Sauvignon Blanc,
48840,US,,,90,75.0,,,,,Chardonnay,
48841,US,,,90,28.0,,,,,Picpoul,
48842,US,,,90,25.0,,,,,Petite Sirah,
48843,US,,,90,35.0,,,,,Pinot Gris,
48844,US,,,90,15.0,,,,,Sauvignon Blanc,
48845,US,,,90,32.0,,,,,Rosé,
48846,US,,,90,19.0,,,,,Sauvignon Blanc,
48847,France,,,90,23.0,,,,,Sauvignon Blanc,
48849,US,,,90,30.0,,,,,Chardonnay,
48853,France,,,83,10.0,,,,,Rosé,
48856,US,,,83,23.0,,,,,Pinot Noir,
48859,France,,,83,15.0,,,,,Rosé,
48863,France,,,83,12.0,,,,,Bordeaux-style White Blend,
48867,US,,,83,30.0,,,,,Merlot,
48869,US,,,83,26.0,,,,,Tempranillo,
48871,France,,,83,15.0,,,,,Rosé,
48872,France,,,83,12.0,,,,,Rosé,
48873,US,,,83,14.0,,,,,White Blend,
48874,US,,,83,26.0,,,,,Sangiovese,
48876,France,,,83,13.0,,,,,Rosé,
48877,US,,,83,20.0,,,,,Pinot Noir,
48880,US,,,83,13.0,,,,,Chardonnay,
48881,US,,,83,11.0,,,,,Merlot,
48882,France,,,83,15.0,,,,,Rosé,
48884,US,,,81,14.0,,,,,Chardonnay,
48888,US,,,81,18.0,,,,,Sangiovese,
48890,US,,,81,15.0,,,,,Zinfandel,
48891,US,,,80,16.0,,,,,Rhône-style Red Blend,
48892,US,,,80,29.0,,,,,Cabernet Sauvignon,
48894,US,,,80,18.0,,,,,Dolcetto,
48896,France,,,98,134.0,,,,,Pinot Noir,
